id,domain,ground_truth,p1_available,p2_available,p3_available,fusion_mode,p1_score,p2_score,p3_score,h_score
com_0310,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0311,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0312,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0313,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0314,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0315,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0316,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0317,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0318,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0319,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0320,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0321,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0322,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0323,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0324,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0325,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0326,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0327,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0328,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0329,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0330,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0331,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0332,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0333,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0334,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0335,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0336,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0337,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0338,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0339,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0340,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0341,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0342,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0343,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0344,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0345,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0346,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
com_0347,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.1125,,,0.1125
com_0348,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
com_0349,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.4999,,,0.4999
com_0350,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.9927,,,0.9927
phy_0351,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0352,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0353,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0354,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0355,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0356,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0357,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0358,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0359,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0360,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0361,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0362,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0363,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0364,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0365,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0366,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0367,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0368,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0369,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0370,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0371,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0372,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0373,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0374,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0375,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0376,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0377,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0378,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0379,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0380,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0381,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0382,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0383,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0384,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0385,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0386,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0387,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0388,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0389,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0390,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0391,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0392,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0393,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0394,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0395,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0396,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
phy_0397,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.1019,,,0.1019
phy_0398,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9943,,,0.9943
phy_0399,Physics,0,True,False,False,PARTIAL_RENORMALIZED,0.505,,,0.505
phy_0400,Physics,1,True,False,False,PARTIAL_RENORMALIZED,0.9982,,,0.9982
bio_0401,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0402,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0403,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0404,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0405,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0406,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0407,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0408,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0409,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0410,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0411,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0412,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0413,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0414,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0415,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0416,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0417,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0418,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0419,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0420,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0421,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0422,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0423,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0424,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0425,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0426,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0427,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0428,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0429,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0430,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0431,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0432,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0433,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0434,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0435,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0436,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0437,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0438,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0439,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0440,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0441,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0442,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0443,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0444,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0445,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0446,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
bio_0447,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.0161,,,0.0161
bio_0448,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.9944,,,0.9944
bio_0449,Biology,0,True,False,False,PARTIAL_RENORMALIZED,0.4909,,,0.4909
bio_0450,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.998,,,0.998
che_0451,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0452,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0453,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0454,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0455,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0456,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0457,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0458,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0459,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0460,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0461,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0462,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0463,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0464,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0465,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0466,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0467,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0468,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0469,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0470,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0471,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0472,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0473,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0474,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0475,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0476,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0477,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0478,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0479,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0480,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0481,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0482,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0483,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0484,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0485,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0486,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0487,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0488,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0489,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0490,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0491,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0492,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0493,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0494,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0495,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0496,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
che_0497,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.0095,,,0.0095
che_0498,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,0.5003,,,0.5003
che_0499,Chemistry,0,True,False,False,PARTIAL_RENORMALIZED,0.5024,,,0.5024
che_0500,Chemistry,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0501,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0502,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0503,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0504,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0505,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0506,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0507,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0508,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0509,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0510,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0511,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0512,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0513,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0514,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0515,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0516,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0517,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0518,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0519,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0520,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0521,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0522,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0523,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0524,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0525,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0526,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0527,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0528,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0529,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0530,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0531,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0532,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0533,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0534,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0535,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0536,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0537,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0538,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0539,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0540,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0541,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0542,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0543,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0544,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0545,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0546,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
new_0547,News,0,True,False,False,PARTIAL_RENORMALIZED,0.1571,,,0.1571
new_0548,News,1,True,False,False,PARTIAL_RENORMALIZED,0.9991,,,0.9991
new_0549,News,0,True,False,False,PARTIAL_RENORMALIZED,0.5005,,,0.5005
new_0550,News,1,True,False,False,PARTIAL_RENORMALIZED,1.0,,,1.0
mat_0551,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0552,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0553,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0554,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0555,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0556,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0557,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0558,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0559,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0560,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0561,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0562,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0563,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0564,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0565,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0566,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0567,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0568,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0569,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0570,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0571,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0572,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0573,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0574,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0575,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0576,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0577,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0578,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0579,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0580,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0581,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0582,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0583,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0584,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0585,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0586,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0587,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0588,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0589,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0590,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0591,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0592,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0593,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0594,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0595,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0596,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
mat_0597,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.1,,,0.1
mat_0598,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9978,,,0.9978
mat_0599,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.05,,,0.05
mat_0600,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.9968,,,0.9968
geo_0601,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0602,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0603,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0604,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0605,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0606,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0607,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0608,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0609,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0610,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0611,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0612,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0613,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0614,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0615,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
