sample_id,domain,category,target_weakness,ground_truth,hybrid_score,is_detected
phase10_adv_0217,Chemistry,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.9195,True
phase10_adv_0218,Biology,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.9625,True
phase10_adv_0219,Medicine,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.8811,True
phase10_adv_0220,Mathematics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.8698,True
phase10_adv_0221,Physics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.785,True
phase10_adv_0222,Chemistry,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.9504,True
phase10_adv_0223,Biology,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.9054,True
phase10_adv_0224,Medicine,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.7505,True
phase10_adv_0225,Mathematics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.8669,True
phase10_adv_0226,Physics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8681,True
phase10_adv_0227,Chemistry,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.9492,True
phase10_adv_0228,Biology,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.7713,True
phase10_adv_0229,Medicine,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8209,True
phase10_adv_0230,Mathematics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.9442,True
phase10_adv_0231,Physics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.9712,True
phase10_adv_0232,Chemistry,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.7463,True
phase10_adv_0233,Biology,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.9333,True
phase10_adv_0234,Medicine,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.7443,True
phase10_adv_0235,Mathematics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8032,True
phase10_adv_0236,Physics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.9347,True
phase10_adv_0237,Chemistry,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8828,True
phase10_adv_0238,Biology,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.7476,True
phase10_adv_0239,Medicine,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8561,True
phase10_adv_0240,Mathematics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8055,True
phase10_adv_0241,Physics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.7212,True
phase10_adv_0242,Chemistry,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.788,True
phase10_adv_0243,Biology,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8502,True
phase10_adv_0244,Medicine,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8282,True
phase10_adv_0245,Mathematics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8053,True
phase10_adv_0246,Physics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.7225,True
phase10_adv_0247,Chemistry,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.8496,True
phase10_adv_0248,Biology,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.9321,True
phase10_adv_0249,Medicine,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.9317,True
phase10_adv_0250,Mathematics,MULTI_HOP_CONTRADICTION,MULTI_HOP_CONTRADICTION,1,0.7423,True
