sample_id,domain,ground_truth,p1_available,p2_available,p3_available,fusion_mode,p1_score,p2_score,p3_score,predicted_h_score
sci_0285,Science,0,True,False,True,PARTIAL_RENORMALIZED,0.1946,,0.0698,0.15
sci_0286,Science,1,True,False,True,PARTIAL_RENORMALIZED,0.5,,0.0038,0.3228
sci_0287,Science,0,True,False,True,PARTIAL_RENORMALIZED,0.4999,,0.3093,0.4318
sci_0288,Science,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.0874,0.6741
sci_0289,Science,0,True,False,True,PARTIAL_RENORMALIZED,0.4495,,0.0539,0.3082
sci_0290,Science,1,True,False,True,PARTIAL_RENORMALIZED,0.5,,0.0486,0.3388
sci_0291,Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0395,,0.0412,0.0401
sci_0292,Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2149,0.0767
sci_0293,Science,0,True,False,True,PARTIAL_RENORMALIZED,0.2407,,0.0561,0.1748
sci_0294,Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0744,,0.0022,0.0486
sci_0295,Science,0,True,False,True,PARTIAL_RENORMALIZED,0.7338,,0.3159,0.5846
sci_0296,Science,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.1734,0.7048
sci_0297,Science,0,True,False,True,PARTIAL_RENORMALIZED,0.1117,,0.0636,0.0945
sci_0298,Science,1,True,False,True,PARTIAL_RENORMALIZED,0.5,,0.0067,0.3238
sci_0299,Science,0,True,False,True,PARTIAL_RENORMALIZED,0.4954,,0.3405,0.4401
sci_0300,Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.3009,0.1075
com_0301,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.0906,0.6753
com_0302,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
com_0303,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0999,0.0357
com_0304,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2053,0.0733
com_0305,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1505,0.0537
com_0306,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
com_0307,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.3915,,0.081,0.2806
com_0308,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.1558,,0.1148,0.1412
com_0309,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1647,0.0588
com_0310,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
com_0311,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1133,0.0405
com_0312,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.3537,0.1263
com_0313,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.5,,0.1968,0.3917
com_0314,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
com_0315,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1344,0.048
com_0316,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.1396,,0.188,0.1569
com_0317,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.502,,0.0966,0.3572
com_0318,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1514,0.0541
com_0319,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1498,0.0535
com_0320,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.452,0.1614
com_0321,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.1273,0.6884
com_0322,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
com_0323,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.5256,,0.1381,0.3872
com_0324,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.4122,,0.2689,0.361
com_0325,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.4999,,0.1228,0.3652
com_0326,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.4927,,0.1457,0.3688
com_0327,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.273,0.0975
com_0328,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.4498,0.1606
com_0329,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.4999,,0.0711,0.3468
com_0330,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0654,0.0234
com_0331,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.6925,,0.0979,0.4802
com_0332,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.4069,0.1453
com_0333,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.4999,,0.1102,0.3607
com_0334,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
com_0335,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.3829,,0.0724,0.272
com_0336,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.5758,,0.3923,0.5103
com_0337,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.0374,0.6563
com_0338,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
com_0339,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.3359,,0.1118,0.2559
com_0340,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.4507,0.1609
com_0341,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0858,0.0306
com_0342,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2724,0.0973
com_0343,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.32,,0.0568,0.226
com_0344,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.2865,,0.196,0.2542
com_0345,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1689,0.0603
com_0346,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2596,0.0927
com_0347,Computer Science,0,True,False,False,PARTIAL_RENORMALIZED,0.6071,,,0.6071
com_0348,Computer Science,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2224,0.0794
com_0349,Computer Science,0,True,False,True,PARTIAL_RENORMALIZED,0.3361,,0.0818,0.2453
com_0350,Computer Science,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
phy_0351,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1091,0.039
phy_0352,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.3593,,0.0931,0.2642
phy_0353,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.142,0.0507
phy_0354,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1063,0.038
phy_0355,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.1235,,0.0653,0.1027
phy_0356,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.5747,,0.2255,0.45
phy_0357,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2975,0.1062
phy_0358,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.117,0.0418
phy_0359,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1086,0.0388
phy_0360,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0795,0.0284
phy_0361,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.3188,0.1138
phy_0362,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.4782,,0.0697,0.3323
phy_0363,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1334,0.0476
phy_0364,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.2674,,0.0656,0.1953
phy_0365,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.6512,,0.2119,0.4943
phy_0366,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.679,,0.259,0.529
phy_0367,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0996,0.0356
phy_0368,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.4181,,0.0443,0.2846
phy_0369,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1949,0.0696
phy_0370,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.4462,0.1593
phy_0371,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0947,0.0338
phy_0372,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.3812,,0.1833,0.3105
phy_0373,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.3282,0.1172
phy_0374,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0883,0.0315
phy_0375,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1152,0.0411
phy_0376,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.4576,,0.0558,0.3141
phy_0377,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.3081,0.11
phy_0378,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.3445,0.123
phy_0379,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1299,0.0464
phy_0380,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.1334,,0.0444,0.1016
phy_0381,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.351,0.1253
phy_0382,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1384,0.0494
phy_0383,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0756,0.027
phy_0384,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.4344,,0.0672,0.3033
phy_0385,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.3238,0.1156
phy_0386,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.492,,0.3349,0.4359
phy_0387,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.329,,0.1405,0.2617
phy_0388,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.6625,,0.0604,0.4475
phy_0389,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.2382,,0.1798,0.2173
phy_0390,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.4811,0.1718
phy_0391,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0426,0.0152
phy_0392,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.3739,,0.0772,0.2679
phy_0393,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.2908,,0.2162,0.2642
phy_0394,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.4496,,0.2648,0.3836
phy_0395,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.4998,,0.1224,0.365
phy_0396,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.2753,,0.1809,0.2416
phy_0397,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.27,0.0964
phy_0398,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.3196,0.1141
phy_0399,Physics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0777,0.0277
phy_0400,Physics,1,True,False,True,PARTIAL_RENORMALIZED,0.4995,,0.1955,0.3909
bio_0401,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.2092,,0.0467,0.1512
bio_0402,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.2725,,0.0958,0.2094
bio_0403,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.4316,,0.0889,0.3092
bio_0404,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.2964,,0.0928,0.2237
bio_0405,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.05,,0.0691,0.0568
bio_0406,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.0132,,0.1035,0.0454
bio_0407,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.102,,0.0881,0.097
bio_0408,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1051,0.0375
bio_0409,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.05,,0.0191,0.039
bio_0410,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.3264,,0.106,0.2477
bio_0411,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.3881,,0.0962,0.2839
bio_0412,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1188,0.0424
bio_0413,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.5039,,0.0883,0.3555
bio_0414,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.6,,0.0922,0.4187
bio_0415,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.2627,,0.0944,0.2026
bio_0416,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.4238,,0.1037,0.3095
bio_0417,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.2752,,0.0613,0.1988
bio_0418,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.4954,,0.1284,0.3643
bio_0419,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.2673,,0.1202,0.2148
bio_0420,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.4917,,0.3026,0.4242
bio_0421,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.05,,0.0199,0.0393
bio_0422,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.3353,,0.1036,0.2526
bio_0423,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.3368,,0.1193,0.2591
bio_0424,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.4427,,0.2743,0.3826
bio_0425,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.0673,,0.0502,0.0612
bio_0426,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.6661,,0.0845,0.4584
bio_0427,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.2431,,0.0873,0.1875
bio_0428,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.2115,,0.0984,0.1711
bio_0429,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.05,,0.0643,0.0551
bio_0430,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.0079,,0.0942,0.0387
bio_0431,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.2375,,0.0968,0.1873
bio_0432,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.4896,,0.1728,0.3765
bio_0433,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.2371,,0.0757,0.1795
bio_0434,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.6899,,0.0947,0.4774
bio_0435,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.1051,,0.1436,0.1188
bio_0436,Biology,1,True,False,False,PARTIAL_RENORMALIZED,0.313,,,0.313
bio_0437,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.508,,0.0747,0.3533
bio_0438,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.5287,,0.113,0.3803
bio_0439,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.2461,,0.1134,0.1987
bio_0440,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.5375,,0.3112,0.4567
bio_0441,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.1036,,0.0596,0.0879
bio_0442,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.4584,,0.1165,0.3363
bio_0443,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.3552,,0.138,0.2776
bio_0444,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2168,0.0774
bio_0445,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.2273,,0.0615,0.1681
bio_0446,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.6052,,0.1133,0.4295
bio_0447,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.3492,,0.1134,0.265
bio_0448,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.4038,,0.0973,0.2943
bio_0449,Biology,0,True,False,True,PARTIAL_RENORMALIZED,0.05,,0.0403,0.0465
bio_0450,Biology,1,True,False,True,PARTIAL_RENORMALIZED,0.4403,,0.0742,0.3096
che_0451,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.0184,,0.0975,0.0466
che_0452,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2029,0.0725
che_0453,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.5475,,0.4968,0.5294
che_0454,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.8208,,0.212,0.6034
che_0455,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.5029,,0.1117,0.3632
che_0456,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.1734,0.7048
che_0457,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.0658,,0.0412,0.057
che_0458,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.4981,,0.4058,0.4651
che_0459,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.9362,,0.1763,0.6648
che_0460,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.0594,0.6641
che_0461,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.5499,,0.3461,0.4771
che_0462,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.8611,,0.1678,0.6135
che_0463,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.5074,,0.2532,0.4166
che_0464,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.0623,0.6651
che_0465,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.4257,0.152
che_0466,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.5209,,0.0698,0.3598
che_0467,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.4287,,0.1395,0.3254
che_0468,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.221,0.0789
che_0469,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.4978,,0.1991,0.3911
che_0470,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.7503,,0.0377,0.4958
che_0471,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.3396,,0.1083,0.257
che_0472,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.049,0.6604
che_0473,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.0658,,0.0357,0.0551
che_0474,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.8134,,0.2067,0.5967
che_0475,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.5006,,0.1401,0.3719
che_0476,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0778,0.0278
che_0477,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.4583,,0.2699,0.391
che_0478,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.9106,,0.0434,0.6009
che_0479,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.3321,,0.2074,0.2876
che_0480,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.1708,0.7039
che_0481,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.9952,,0.0806,0.6686
che_0482,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.83,,0.0523,0.5523
che_0483,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.501,,0.1492,0.3754
che_0484,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.0942,0.6765
che_0485,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.15,,0.0361,0.1093
che_0486,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.8184,,0.1661,0.5855
che_0487,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.4697,,0.186,0.3684
che_0488,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.2136,0.7192
che_0489,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.0658,,0.0142,0.0474
che_0490,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.5004,,0.3896,0.4608
che_0491,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.4905,,0.1606,0.3727
che_0492,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.2487,0.7317
che_0493,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.0331,,0.0285,0.0315
che_0494,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.5434,,0.0634,0.372
che_0495,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.4832,,0.1301,0.3571
che_0496,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2821,0.1007
che_0497,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.0658,,0.0069,0.0448
che_0498,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.8484,,0.1862,0.6119
che_0499,Chemistry,0,True,False,True,PARTIAL_RENORMALIZED,0.5021,,0.1207,0.3659
che_0500,Chemistry,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1813,0.0647
new_0501,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.068,0.0243
new_0502,News,1,True,False,True,PARTIAL_RENORMALIZED,0.3505,,0.0917,0.2581
new_0503,News,0,True,False,True,PARTIAL_RENORMALIZED,0.4591,,0.0465,0.3118
new_0504,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4514,,0.0856,0.3208
new_0505,News,0,True,False,True,PARTIAL_RENORMALIZED,0.466,,0.0848,0.3299
new_0506,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4176,,0.0736,0.2948
new_0507,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0528,0.0189
new_0508,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4923,,0.0742,0.343
new_0509,News,0,True,False,True,PARTIAL_RENORMALIZED,0.5013,,0.1203,0.3652
new_0510,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4752,,0.0607,0.3272
new_0511,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0678,0.0242
new_0512,News,1,True,False,True,PARTIAL_RENORMALIZED,0.3874,,0.0863,0.2799
new_0513,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0852,0.0304
new_0514,News,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.1205,0.6859
new_0515,News,0,True,False,True,PARTIAL_RENORMALIZED,0.4999,,0.0642,0.3443
new_0516,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4983,,0.0688,0.3449
new_0517,News,0,True,False,True,PARTIAL_RENORMALIZED,0.5009,,0.0916,0.3547
new_0518,News,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.2489,0.7318
new_0519,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.08,0.0286
new_0520,News,1,True,False,True,PARTIAL_RENORMALIZED,0.3937,,0.0755,0.2801
new_0521,News,0,True,False,True,PARTIAL_RENORMALIZED,0.499,,0.0988,0.3561
new_0522,News,1,True,False,True,PARTIAL_RENORMALIZED,0.5431,,0.0937,0.3826
new_0523,News,0,True,False,True,PARTIAL_RENORMALIZED,0.4446,,0.0811,0.3148
new_0524,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4643,,0.0904,0.3308
new_0525,News,0,True,False,True,PARTIAL_RENORMALIZED,0.5795,,0.0655,0.396
new_0526,News,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.1112,0.6826
new_0527,News,0,True,False,True,PARTIAL_RENORMALIZED,0.4998,,0.0815,0.3504
new_0528,News,1,True,False,True,PARTIAL_RENORMALIZED,0.3334,,0.0768,0.2418
new_0529,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0652,0.0233
new_0530,News,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.1127,0.6831
new_0531,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0735,0.0262
new_0532,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4166,,0.0581,0.2886
new_0533,News,0,True,False,True,PARTIAL_RENORMALIZED,0.4986,,0.0696,0.3454
new_0534,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4188,,0.0693,0.294
new_0535,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0622,0.0222
new_0536,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4993,,0.0978,0.3559
new_0537,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0742,0.0265
new_0538,News,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.054,0.6622
new_0539,News,0,True,False,True,PARTIAL_RENORMALIZED,0.4998,,0.0927,0.3544
new_0540,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4295,,0.1016,0.3124
new_0541,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0782,0.0279
new_0542,News,1,True,False,True,PARTIAL_RENORMALIZED,0.3882,,0.0476,0.2666
new_0543,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0568,0.0203
new_0544,News,1,True,False,True,PARTIAL_RENORMALIZED,0.4137,,0.0766,0.2933
new_0545,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1623,0.058
new_0546,News,1,True,False,True,PARTIAL_RENORMALIZED,0.5354,,0.0824,0.3736
new_0547,News,0,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
new_0548,News,1,True,False,True,PARTIAL_RENORMALIZED,0.3986,,0.0804,0.285
new_0549,News,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1139,0.0407
new_0550,News,1,True,False,True,PARTIAL_RENORMALIZED,1.0,,0.0676,0.667
mat_0551,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.4304,0.1537
mat_0552,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
mat_0553,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1363,0.0487
mat_0554,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.2365,,0.2069,0.2259
mat_0555,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2073,0.074
mat_0556,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
mat_0557,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.5006,,0.161,0.3793
mat_0558,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1837,0.0656
mat_0559,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2284,0.0816
mat_0560,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
mat_0561,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0876,0.0313
mat_0562,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.3203,,0.0622,0.2281
mat_0563,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1454,0.0519
mat_0564,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.7215,,,0.7215
mat_0565,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.4975,,0.1009,0.3559
mat_0566,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.3641,,0.0708,0.2594
mat_0567,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0616,0.022
mat_0568,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.6927,,0.2479,0.5339
